"Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HR","AR","HY","AY","Season","HomeTeamAbbreviation","AwayTeamAbbreviation","HomeTeamValue","HomeTeamSquadSize","AwayTeamValue","AwayTeamSquadSize","HomeTeamForeignPlayers","HomeTeamMeanAge","AwayTeamForeignPlayers","AwayTeamMeanAge","HGD","AGD"
2015-02-11,"West Brom","Swansea",2,0,"H",0,0,2,1,"2014-2015","WBA","SWA",72.68,23,85.05,27,22,25.5,30,24.3,2,-2
2015-02-21,"Aston Villa","Stoke",1,2,"A",1,0,1,3,"2014-2015","AVA","STO",94.05,26,91.35,25,20,24.3,23,26.4,-1,1
2015-02-21,"Chelsea","Burnley",1,1,"D",1,0,1,2,"2014-2015","CHE","BUR",435.6,25,42.08,24,28,23.9,13,25.5,0,0
2015-02-21,"Crystal Palace","Arsenal",1,2,"A",0,0,1,3,"2014-2015","CRY","ARS",77.63,29,351.23,27,25,26,29,23,-1,1
2015-02-21,"Hull","QPR",2,1,"H",0,1,0,4,"2014-2015","HUL","QPR",80.78,26,81.9,26,24,26,24,25.1,1,-1
2015-02-21,"Man City","Newcastle",5,0,"H",0,0,3,2,"2014-2015","MCI","NEW",376.43,23,110.03,27,29,25.4,26,22.9,5,-5
2015-02-21,"Sunderland","West Brom",0,0,"D",0,0,1,2,"2014-2015","SUN","WBA",76.05,22,74.25,23,20,24.8,22,25.5,0,0
2015-02-21,"Swansea","Man United",2,1,"H",0,0,2,4,"2014-2015","SWA","MUN",93.6,25,382.5,25,30,24.3,25,23.9,1,-1
2015-02-22,"Everton","Leicester",2,2,"D",0,0,0,1,"2014-2015","EVE","LEI",161.33,24,56.93,29,19,24.3,18,25.9,0,0
2015-02-22,"Southampton","Liverpool",0,2,"A",0,0,2,3,"2014-2015","SOU","LIV",170.55,25,279.68,26,20,23.5,21,23.4,-2,2
2015-02-22,"Tottenham","West Ham",2,2,"D",0,0,0,2,"2014-2015","TOT","WHU",236.48,25,106.88,23,25,23.7,21,24.8,0,0
2015-02-28,"Burnley","Swansea",0,1,"A",0,0,0,0,"2014-2015","BUR","SWA",42.08,24,93.6,25,13,25.5,30,24.3,-1,1
2015-02-28,"Man United","Sunderland",2,0,"H",0,1,1,1,"2014-2015","MUN","SUN",382.5,25,76.05,22,25,23.9,20,24.8,2,-2
2015-02-28,"Newcastle","Aston Villa",1,0,"H",0,0,1,5,"2014-2015","NEW","AVA",110.03,27,94.05,26,26,22.9,20,24.3,1,-1
2015-02-28,"Stoke","Hull",1,0,"H",0,0,2,2,"2014-2015","STO","HUL",91.35,25,80.78,26,23,26.4,24,26,1,-1
2015-02-28,"West Brom","Southampton",1,0,"H",0,0,2,1,"2014-2015","WBA","SOU",74.25,23,170.55,25,22,25.5,20,23.5,1,-1
2015-02-28,"West Ham","Crystal Palace",1,3,"A",0,1,2,2,"2014-2015","WHU","CRY",106.88,23,77.63,29,21,24.8,25,26,-2,2
2015-03-01,"Arsenal","Everton",2,0,"H",0,0,2,0,"2014-2015","ARS","EVE",351.23,27,161.33,24,29,23,19,24.3,2,-2
2015-03-01,"Liverpool","Man City",2,1,"H",0,0,1,3,"2014-2015","LIV","MCI",279.68,26,376.43,23,21,23.4,29,25.4,1,-1
2015-03-03,"Aston Villa","West Brom",2,1,"H",0,0,2,4,"2014-2015","AVA","WBA",94.95,27,72.45,22,20,24.3,22,25.5,1,-1
2015-03-03,"Hull","Sunderland",1,1,"D",0,0,2,6,"2014-2015","HUL","SUN",80.78,26,76.05,22,24,26,20,24.8,0,0
2015-03-03,"Southampton","Crystal Palace",1,0,"H",0,0,0,2,"2014-2015","SOU","CRY",170.55,25,77.63,29,20,23.5,25,26,1,-1
2015-03-04,"Liverpool","Burnley",2,0,"H",0,0,0,1,"2014-2015","LIV","BUR",279.68,26,42.08,24,21,23.4,13,25.5,2,-2
2015-03-04,"Man City","Leicester",2,0,"H",0,0,0,1,"2014-2015","MCI","LEI",376.43,23,53.78,27,29,25.4,18,25.9,2,-2
2015-03-04,"Newcastle","Man United",0,1,"A",0,0,1,2,"2014-2015","NEW","MUN",110.03,27,382.5,25,26,22.9,25,23.9,-1,1
2015-03-04,"QPR","Arsenal",1,2,"A",0,0,2,1,"2014-2015","QPR","ARS",81.9,26,351.23,27,24,25.1,29,23,-1,1
2015-03-04,"Stoke","Everton",2,0,"H",0,0,2,2,"2014-2015","STO","EVE",91.35,25,161.33,24,23,26.4,19,24.3,2,-2
2015-03-04,"Tottenham","Swansea",3,2,"H",0,0,1,0,"2014-2015","TOT","SWA",236.48,25,93.6,25,25,23.7,30,24.3,1,-1
2015-03-04,"West Ham","Chelsea",0,1,"A",0,0,3,4,"2014-2015","WHU","CHE",107.78,23,435.15,24,21,24.8,28,23.9,-1,1
2015-03-07,"QPR","Tottenham",1,2,"A",0,0,1,2,"2014-2015","QPR","TOT",81.9,26,236.48,25,24,25.1,25,23.7,-1,1
2015-03-14,"Arsenal","West Ham",3,0,"H",0,0,1,1,"2014-2015","ARS","WHU",351.23,27,107.78,23,29,23,21,24.8,3,-3
2015-03-14,"Burnley","Man City",1,0,"H",0,0,2,1,"2014-2015","BUR","MCI",42.08,24,376.43,23,13,25.5,29,25.4,1,-1
2015-03-14,"Crystal Palace","QPR",3,1,"H",0,0,1,3,"2014-2015","CRY","QPR",77.63,29,81.9,26,25,26,24,25.1,2,-2
2015-03-14,"Leicester","Hull",0,0,"D",0,1,0,4,"2014-2015","LEI","HUL",53.78,27,80.78,26,18,25.9,24,26,0,0
2015-03-14,"Sunderland","Aston Villa",0,4,"A",0,0,1,1,"2014-2015","SUN","AVA",76.05,22,94.95,27,20,24.8,20,24.3,-4,4
2015-03-14,"West Brom","Stoke",1,0,"H",0,0,1,2,"2014-2015","WBA","STO",72.45,22,91.35,25,22,25.5,23,26.4,1,-1
2015-03-15,"Chelsea","Southampton",1,1,"D",0,0,3,3,"2014-2015","CHE","SOU",435.15,24,170.55,25,28,23.9,20,23.5,0,0
2015-03-15,"Everton","Newcastle",3,0,"H",0,1,1,2,"2014-2015","EVE","NEW",161.33,24,109.8,26,19,24.3,26,22.9,3,-3
2015-03-15,"Man United","Tottenham",3,0,"H",0,0,1,1,"2014-2015","MUN","TOT",382.5,25,236.48,25,25,23.9,25,23.7,3,-3
2015-03-16,"Swansea","Liverpool",0,1,"A",0,0,0,3,"2014-2015","SWA","LIV",92.7,24,279.68,26,30,24.3,21,23.4,-1,1
2015-03-21,"Aston Villa","Swansea",0,1,"A",0,0,0,0,"2014-2015","AVA","SWA",94.95,27,92.7,24,20,24.3,30,24.3,-1,1
2015-03-21,"Man City","West Brom",3,0,"H",0,1,0,0,"2014-2015","MCI","WBA",376.43,23,72.45,22,29,25.4,22,25.5,3,-3
2015-03-21,"Newcastle","Arsenal",1,2,"A",0,0,0,0,"2014-2015","NEW","ARS",109.8,26,349.88,26,26,22.9,29,23,-1,1
2015-03-21,"Southampton","Burnley",2,0,"H",0,0,0,0,"2014-2015","SOU","BUR",170.55,25,42.57,23,20,23.5,13,25.5,2,-2
2015-03-21,"Stoke","Crystal Palace",1,2,"A",0,0,3,4,"2014-2015","STO","CRY",91.35,25,76.28,27,23,26.4,25,26,-1,1
2015-03-21,"Tottenham","Leicester",4,3,"H",0,0,2,1,"2014-2015","TOT","LEI",236.48,25,53.33,26,25,23.7,18,25.9,1,-1
2015-03-21,"West Ham","Sunderland",1,0,"H",0,0,0,1,"2014-2015","WHU","SUN",107.33,22,76.28,23,21,24.8,20,24.8,1,-1
2015-03-22,"Hull","Chelsea",2,3,"A",0,0,0,2,"2014-2015","HUL","CHE",80.78,26,435.15,24,24,26,28,23.9,-1,1
2015-03-22,"Liverpool","Man United",1,2,"A",1,0,2,2,"2014-2015","LIV","MUN",279.68,26,382.5,25,21,23.4,25,23.9,-1,1
2015-03-22,"QPR","Everton",1,2,"A",0,0,2,1,"2014-2015","QPR","EVE",81.9,26,161.33,24,24,25.1,19,24.3,-1,1
2015-04-04,"Arsenal","Liverpool",4,1,"H",0,1,1,0,"2014-2015","ARS","LIV",348.98,25,279.45,25,29,23,21,23.4,3,-3
2015-04-04,"Chelsea","Stoke",2,1,"H",0,0,1,6,"2014-2015","CHE","STO",433.8,23,91.35,25,28,23.9,23,26.4,1,-1
2015-04-04,"Everton","Southampton",1,0,"H",0,0,0,1,"2014-2015","EVE","SOU",161.33,24,170.33,24,19,24.3,20,23.5,1,-1
2015-04-04,"Leicester","West Ham",2,1,"H",0,0,0,3,"2014-2015","LEI","WHU",53.33,26,107.33,22,18,25.9,21,24.8,1,-1
2015-04-04,"Man United","Aston Villa",3,1,"H",0,0,0,1,"2014-2015","MUN","AVA",382.5,25,94.95,27,25,23.9,20,24.3,2,-2
2015-04-04,"Swansea","Hull",3,1,"H",0,1,1,5,"2014-2015","SWA","HUL",91.35,22,80.78,26,30,24.3,24,26,2,-2
2015-04-04,"West Brom","QPR",1,4,"A",1,0,2,3,"2014-2015","WBA","QPR",72.45,22,81.9,26,22,25.5,24,25.1,-3,3
2015-04-05,"Burnley","Tottenham",0,0,"D",0,0,2,0,"2014-2015","BUR","TOT",42.57,23,236.7,26,13,25.5,25,23.7,0,0
2015-04-05,"Sunderland","Newcastle",1,0,"H",0,0,5,2,"2014-2015","SUN","NEW",76.28,23,109.8,26,20,24.8,26,22.9,1,-1
2015-04-06,"Crystal Palace","Man City",2,1,"H",0,0,2,1,"2014-2015","CRY","MCI",76.28,27,376.43,23,25,26,29,25.4,1,-1
2015-04-07,"Aston Villa","QPR",3,3,"D",0,0,0,4,"2014-2015","AVA","QPR",94.95,27,81.9,26,20,24.3,24,25.1,0,0
2015-04-11,"Burnley","Arsenal",0,1,"A",0,0,2,0,"2014-2015","BUR","ARS",42.57,23,348.98,25,13,25.5,29,23,-1,1
2015-04-11,"Southampton","Hull",2,0,"H",0,0,2,0,"2014-2015","SOU","HUL",170.33,24,80.78,26,20,23.5,24,26,2,-2
2015-04-11,"Sunderland","Crystal Palace",1,4,"A",0,0,2,2,"2014-2015","SUN","CRY",76.28,23,76.28,27,20,24.8,25,26,-3,3
2015-04-11,"Swansea","Everton",1,1,"D",0,0,3,3,"2014-2015","SWA","EVE",91.35,22,161.33,24,30,24.3,19,24.3,0,0
2015-04-11,"Tottenham","Aston Villa",0,1,"A",0,1,3,2,"2014-2015","TOT","AVA",236.7,26,94.95,27,25,23.7,20,24.3,-1,1
2015-04-11,"West Brom","Leicester",2,3,"A",0,0,2,2,"2014-2015","WBA","LEI",72.45,22,53.33,26,22,25.5,18,25.9,-1,1
2015-04-11,"West Ham","Stoke",1,1,"D",0,0,3,1,"2014-2015","WHU","STO",107.33,22,91.35,25,21,24.8,23,26.4,0,0
2015-04-12,"Man United","Man City",4,2,"H",0,0,0,3,"2014-2015","MUN","MCI",382.5,25,376.43,23,25,23.9,29,25.4,2,-2
2015-04-12,"QPR","Chelsea",0,1,"A",0,0,2,1,"2014-2015","QPR","CHE",81.9,26,433.8,23,24,25.1,28,23.9,-1,1
2015-04-13,"Liverpool","Newcastle",2,0,"H",0,1,2,0,"2014-2015","LIV","NEW",279.45,25,109.8,26,21,23.4,26,22.9,2,-2
2015-04-18,"Chelsea","Man United",1,0,"H",0,0,7,1,"2014-2015","CHE","MUN",433.8,23,382.5,25,28,23.9,25,23.9,1,-1
2015-04-18,"Crystal Palace","West Brom",0,2,"A",0,0,3,3,"2014-2015","CRY","WBA",76.28,27,72.45,22,25,26,22,25.5,-2,2
2015-04-18,"Everton","Burnley",1,0,"H",0,1,1,2,"2014-2015","EVE","BUR",161.55,25,42.57,23,19,24.3,13,25.5,1,-1
2015-04-18,"Leicester","Swansea",2,0,"H",0,0,0,2,"2014-2015","LEI","SWA",55.58,27,91.35,22,18,25.9,30,24.3,2,-2
2015-04-18,"Stoke","Southampton",2,1,"H",0,0,0,4,"2014-2015","STO","SOU",91.35,25,170.33,24,23,26.4,20,23.5,1,-1
2015-04-19,"Man City","West Ham",2,0,"H",0,0,2,2,"2014-2015","MCI","WHU",376.43,23,107.33,22,29,25.4,21,24.8,2,-2
2015-04-19,"Newcastle","Tottenham",1,3,"A",0,0,2,4,"2014-2015","NEW","TOT",109.8,26,236.48,25,26,22.9,25,23.7,-2,2
2015-04-25,"Burnley","Leicester",0,1,"A",0,0,3,0,"2014-2015","BUR","LEI",42.57,23,55.58,27,13,25.5,18,25.9,-1,1
2015-04-25,"Crystal Palace","Hull",0,2,"A",0,0,0,0,"2014-2015","CRY","HUL",76.28,27,80.78,26,25,26,24,26,-2,2
2015-04-25,"Man City","Aston Villa",3,2,"H",0,0,1,2,"2014-2015","MCI","AVA",376.43,23,94.95,27,29,25.4,20,24.3,1,-1
2015-04-25,"Newcastle","Swansea",2,3,"A",0,0,1,2,"2014-2015","NEW","SWA",109.8,26,91.35,22,26,22.9,30,24.3,-1,1
2015-04-25,"QPR","West Ham",0,0,"D",0,0,1,0,"2014-2015","QPR","WHU",81.9,26,107.33,22,24,25.1,21,24.8,0,0
2015-04-25,"Southampton","Tottenham",2,2,"D",0,0,1,3,"2014-2015","SOU","TOT",170.33,24,236.48,25,20,23.5,25,23.7,0,0
2015-04-25,"Stoke","Sunderland",1,1,"D",0,0,2,3,"2014-2015","STO","SUN",91.35,25,76.28,23,23,26.4,20,24.8,0,0
2015-04-25,"West Brom","Liverpool",0,0,"D",0,0,1,0,"2014-2015","WBA","LIV",72.45,22,279.45,25,22,25.5,21,23.4,0,0
2015-04-26,"Arsenal","Chelsea",0,0,"D",0,0,4,3,"2014-2015","ARS","CHE",348.98,25,433.8,23,29,23,28,23.9,0,0
2015-04-26,"Everton","Man United",3,0,"H",0,0,0,2,"2014-2015","EVE","MUN",161.55,25,382.5,25,19,24.3,25,23.9,3,-3
2015-04-28,"Hull","Liverpool",1,0,"H",0,0,2,0,"2014-2015","HUL","LIV",80.78,26,279.45,25,24,26,21,23.4,1,-1
2015-04-29,"Leicester","Chelsea",1,3,"A",0,0,1,0,"2014-2015","LEI","CHE",55.58,27,433.8,23,18,25.9,28,23.9,-2,2
2015-05-02,"Aston Villa","Everton",3,2,"H",0,0,2,1,"2014-2015","AVA","EVE",94.95,27,161.55,25,20,24.3,19,24.3,1,-1
2015-05-02,"Leicester","Newcastle",3,0,"H",0,2,1,2,"2014-2015","LEI","NEW",56.48,28,110.25,28,18,25.9,26,22.9,3,-3
2015-05-02,"Liverpool","QPR",2,1,"H",0,1,2,3,"2014-2015","LIV","QPR",279.45,25,81.9,26,21,23.4,24,25.1,1,-1
2015-05-02,"Man United","West Brom",0,1,"A",0,0,1,0,"2014-2015","MUN","WBA",382.5,25,72.45,22,25,23.9,22,25.5,-1,1
2015-05-02,"Sunderland","Southampton",2,1,"H",0,1,2,2,"2014-2015","SUN","SOU",76.28,23,170.33,24,20,24.8,20,23.5,1,-1
2015-05-02,"Swansea","Stoke",2,0,"H",0,1,1,2,"2014-2015","SWA","STO",91.8,23,91.35,25,30,24.3,23,26.4,2,-2
2015-05-02,"West Ham","Burnley",1,0,"H",0,1,3,2,"2014-2015","WHU","BUR",107.78,23,42.57,23,21,24.8,13,25.5,1,-1
2015-05-03,"Chelsea","Crystal Palace",1,0,"H",0,0,2,2,"2014-2015","CHE","CRY",438.3,25,76.28,27,28,23.9,25,26,1,-1
2015-05-03,"Tottenham","Man City",0,1,"A",0,0,3,4,"2014-2015","TOT","MCI",236.48,25,376.43,23,25,23.7,29,25.4,-1,1
2015-05-04,"Hull","Arsenal",1,3,"A",0,0,2,0,"2014-2015","HUL","ARS",80.78,26,348.98,25,24,26,29,23,-2,2
2015-05-09,"Aston Villa","West Ham",1,0,"H",0,0,1,1,"2014-2015","AVA","WHU",94.95,27,107.78,23,20,24.3,21,24.8,1,-1
2015-05-09,"Crystal Palace","Man United",1,2,"A",0,0,0,1,"2014-2015","CRY","MUN",76.28,27,382.5,25,25,26,25,23.9,-1,1
2015-05-09,"Everton","Sunderland",0,2,"A",0,0,2,3,"2014-2015","EVE","SUN",161.55,25,76.28,23,19,24.3,20,24.8,-2,2
2015-05-09,"Hull","Burnley",0,1,"A",0,0,1,1,"2014-2015","HUL","BUR",80.78,26,42.57,23,24,26,13,25.5,-1,1
2015-05-09,"Leicester","Southampton",2,0,"H",0,0,1,0,"2014-2015","LEI","SOU",56.48,28,170.33,24,18,25.9,20,23.5,2,-2
2015-05-09,"Newcastle","West Brom",1,1,"D",0,0,2,3,"2014-2015","NEW","WBA",110.25,28,72.45,22,26,22.9,22,25.5,0,0
2015-05-09,"Stoke","Tottenham",3,0,"H",0,1,0,0,"2014-2015","STO","TOT",91.35,25,236.48,25,23,26.4,25,23.7,3,-3
2015-05-10,"Chelsea","Liverpool",1,1,"D",0,0,4,3,"2014-2015","CHE","LIV",438.3,25,279.45,25,28,23.9,21,23.4,0,0
2015-05-10,"Man City","QPR",6,0,"H",0,0,0,1,"2014-2015","MCI","QPR",376.43,23,81.9,26,29,25.4,24,25.1,6,-6
2015-05-11,"Arsenal","Swansea",0,1,"A",0,0,0,1,"2014-2015","ARS","SWA",348.98,25,91.8,23,29,23,30,24.3,-1,1
2015-05-16,"Burnley","Stoke",0,0,"D",0,0,1,2,"2014-2015","BUR","STO",42.57,23,91.35,25,13,25.5,23,26.4,0,0
2015-05-16,"Liverpool","Crystal Palace",1,3,"A",0,0,2,3,"2014-2015","LIV","CRY",279.45,25,77.18,28,21,23.4,25,26,-2,2
2015-05-16,"QPR","Newcastle",2,1,"H",0,0,2,0,"2014-2015","QPR","NEW",81.9,26,110.25,28,24,25.1,26,22.9,1,-1
2015-05-16,"Southampton","Aston Villa",6,1,"H",0,0,1,1,"2014-2015","SOU","AVA",170.33,24,100.13,32,20,23.5,20,24.3,5,-5
2015-05-16,"Sunderland","Leicester",0,0,"D",0,0,4,1,"2014-2015","SUN","LEI",76.28,23,56.48,28,20,24.8,18,25.9,0,0
2015-05-16,"Tottenham","Hull",2,0,"H",0,0,3,1,"2014-2015","TOT","HUL",236.48,25,80.78,26,25,23.7,24,26,2,-2
2015-05-16,"West Ham","Everton",1,2,"A",0,0,1,4,"2014-2015","WHU","EVE",107.78,23,161.55,25,21,24.8,19,24.3,-1,1
2015-05-17,"Man United","Arsenal",1,1,"D",0,0,1,0,"2014-2015","MUN","ARS",382.5,25,349.88,26,25,23.9,29,23,0,0
2015-05-17,"Swansea","Man City",2,4,"A",0,0,0,3,"2014-2015","SWA","MCI",92.7,24,376.43,23,30,24.3,29,25.4,-2,2
2015-05-18,"West Brom","Chelsea",3,0,"H",0,1,3,2,"2014-2015","WBA","CHE",72.45,22,438.3,25,22,25.5,28,23.9,3,-3
2015-05-20,"Arsenal","Sunderland",0,0,"D",0,0,1,0,"2014-2015","ARS","SUN",349.88,26,76.28,23,29,23,20,24.8,0,0
2015-05-24,"Arsenal","West Brom",4,1,"H",0,0,1,0,"2014-2015","ARS","WBA",349.88,26,72.45,22,29,23,22,25.5,3,-3
2015-05-24,"Aston Villa","Burnley",0,1,"A",0,0,1,2,"2014-2015","AVA","BUR",100.13,32,42.57,23,20,24.3,13,25.5,-1,1
2015-05-24,"Chelsea","Sunderland",3,1,"H",0,0,2,1,"2014-2015","CHE","SUN",438.3,25,76.28,23,28,23.9,20,24.8,2,-2
2015-05-24,"Crystal Palace","Swansea",1,0,"H",0,0,3,0,"2014-2015","CRY","SWA",77.18,28,92.7,24,25,26,30,24.3,1,-1
2015-05-24,"Everton","Tottenham",0,1,"A",0,0,1,2,"2014-2015","EVE","TOT",161.55,25,236.48,25,19,24.3,25,23.7,-1,1
2015-05-24,"Hull","Man United",0,0,"D",0,1,2,2,"2014-2015","HUL","MUN",80.78,26,382.5,25,24,26,25,23.9,0,0
2015-05-24,"Leicester","QPR",5,1,"H",0,0,0,0,"2014-2015","LEI","QPR",56.48,28,81.9,26,18,25.9,24,25.1,4,-4
2015-05-24,"Man City","Southampton",2,0,"H",0,0,1,1,"2014-2015","MCI","SOU",376.43,23,170.33,24,29,25.4,20,23.5,2,-2
2015-05-24,"Newcastle","West Ham",2,0,"H",0,0,2,1,"2014-2015","NEW","WHU",110.25,28,107.78,23,26,22.9,21,24.8,2,-2
2015-05-24,"Stoke","Liverpool",6,1,"H",0,0,4,2,"2014-2015","STO","LIV",91.35,25,279.45,25,23,26.4,21,23.4,5,-5
2015-08-08,"Bournemouth","Aston Villa",0,1,"A",0,0,3,4,"2015-2016","BOU","AVA",37.13,27,90.95,30,22,24.1,23,23.5,-1,1
2015-08-08,"Chelsea","Swansea",2,2,"D",1,0,1,3,"2015-2016","CHE","SWA",508.95,30,122.18,27,30,23.7,29,24.8,0,0
2015-08-08,"Everton","Watford",2,2,"D",0,0,1,2,"2015-2016","EVE","WAT",160.88,23,72.23,31,19,24.7,35,26.4,0,0
2015-08-08,"Leicester","Sunderland",4,2,"H",0,0,2,4,"2015-2016","LEI","SUN",70.2,23,92.7,25,19,25.9,27,25.5,2,-2
2015-08-08,"Man United","Tottenham",1,0,"H",0,0,2,3,"2015-2016","MUN","TOT",411.53,31,258.39,28,23,22.5,16,22.7,1,-1
2015-08-08,"Norwich","Crystal Palace",1,3,"A",0,0,1,0,"2015-2016","NOR","CRY",69.53,30,102.6,31,22,25.6,19,25.6,-2,2
2015-08-09,"Arsenal","West Ham",0,2,"A",0,0,1,3,"2015-2016","ARS","WHU",368.1,27,130.05,26,29,23.7,26,23.2,-2,2
2015-08-09,"Newcastle","Southampton",2,2,"D",0,0,2,4,"2015-2016","NEW","SOU",142.65,31,161.78,26,26,23.6,19,24.1,0,0
2015-08-09,"Stoke","Liverpool",0,1,"A",0,0,2,4,"2015-2016","STO","LIV",89.33,27,330.53,29,24,26.3,25,22.5,-1,1
2015-08-10,"West Brom","Man City",0,3,"A",0,0,4,1,"2015-2016","WBA","MCI",69.75,22,394.43,25,22,25.4,27,24.4,-3,3
2015-08-14,"Aston Villa","Man United",0,1,"A",0,0,2,2,"2015-2016","AVA","MUN",90.95,30,411.53,31,23,23.5,23,22.5,-1,1
2015-08-15,"Southampton","Everton",0,3,"A",0,0,4,2,"2015-2016","SOU","EVE",164.03,27,160.94,24,19,24.1,19,24.7,-3,3
2015-08-15,"Sunderland","Norwich",1,3,"A",0,0,1,2,"2015-2016","SUN","NOR",94.5,25,69.44,29,27,25.5,22,25.6,-2,2
2015-08-15,"Swansea","Newcastle",2,0,"H",0,1,2,1,"2015-2016","SWA","NEW",121.5,28,141.75,30,29,24.8,26,23.6,2,-2
2015-08-15,"Tottenham","Stoke",2,2,"D",0,0,2,2,"2015-2016","TOT","STO",249.3,25,104.63,28,16,22.7,24,26.3,0,0
2015-08-15,"Watford","West Brom",0,0,"D",0,0,1,2,"2015-2016","WAT","WBA",72.68,30,86.49,25,35,26.4,22,25.4,0,0
2015-08-15,"West Ham","Leicester",1,2,"A",1,0,1,3,"2015-2016","WHU","LEI",130.05,27,73.17,23,26,23.2,19,25.9,-1,1
2015-08-16,"Crystal Palace","Arsenal",1,2,"A",0,0,1,1,"2015-2016","CRY","ARS",110.25,31,363.6,25,19,25.6,29,23.7,-1,1
2015-08-16,"Man City","Chelsea",3,0,"H",0,0,4,2,"2015-2016","MCI","CHE",376.52,25,482.63,25,27,24.4,30,23.7,3,-3
2015-08-17,"Liverpool","Bournemouth",1,0,"H",0,0,1,4,"2015-2016","LIV","BOU",330.53,29,44.1,27,25,22.5,22,24.1,1,-1
2015-08-22,"Crystal Palace","Aston Villa",2,1,"H",0,0,3,3,"2015-2016","CRY","AVA",110.25,31,92.75,30,19,25.6,23,23.5,1,-1
2015-08-22,"Leicester","Tottenham",1,1,"D",0,0,1,4,"2015-2016","LEI","TOT",73.17,23,249.3,25,19,25.9,16,22.7,0,0
2015-08-22,"Man United","Newcastle",0,0,"D",0,0,2,2,"2015-2016","MUN","NEW",356.18,29,141.75,30,23,22.5,26,23.6,0,0
2015-08-22,"Norwich","Stoke",1,1,"D",0,0,4,1,"2015-2016","NOR","STO",69.44,29,104.63,28,22,25.6,24,26.3,0,0
2015-08-22,"Sunderland","Swansea",1,1,"D",0,0,4,2,"2015-2016","SUN","SWA",94.5,25,121.5,28,27,25.5,29,24.8,0,0
2015-08-22,"West Ham","Bournemouth",3,4,"A",1,0,0,0,"2015-2016","WHU","BOU",130.05,27,44.1,27,26,23.2,22,24.1,-1,1
2015-08-23,"Everton","Man City",0,2,"A",0,0,0,3,"2015-2016","EVE","MCI",160.94,24,376.52,25,19,24.7,27,24.4,-2,2
2015-08-23,"Watford","Southampton",0,0,"D",0,0,0,2,"2015-2016","WAT","SOU",72.68,30,164.03,27,35,26.4,19,24.1,0,0
2015-08-23,"West Brom","Chelsea",2,3,"A",0,1,2,1,"2015-2016","WBA","CHE",86.49,25,482.63,25,22,25.4,30,23.7,-1,1
2015-08-24,"Arsenal","Liverpool",0,0,"D",0,0,1,4,"2015-2016","ARS","LIV",363.6,25,330.53,29,29,23.7,25,22.5,0,0
2015-08-29,"Aston Villa","Sunderland",2,2,"D",0,0,2,1,"2015-2016","AVA","SUN",92.75,30,94.5,25,23,23.5,27,25.5,0,0
2015-08-29,"Bournemouth","Leicester",1,1,"D",0,0,2,4,"2015-2016","BOU","LEI",44.1,27,73.17,23,22,24.1,19,25.9,0,0
2015-08-29,"Chelsea","Crystal Palace",1,2,"A",0,0,1,1,"2015-2016","CHE","CRY",482.63,25,110.25,31,30,23.7,19,25.6,-1,1
2015-08-29,"Liverpool","West Ham",0,3,"A",1,1,3,1,"2015-2016","LIV","WHU",330.53,29,130.05,27,25,22.5,26,23.2,-3,3
2015-08-29,"Man City","Watford",2,0,"H",0,0,1,2,"2015-2016","MCI","WAT",376.52,25,72.68,30,27,24.4,35,26.4,2,-2
2015-08-29,"Newcastle","Arsenal",0,1,"A",1,0,6,1,"2015-2016","NEW","ARS",141.75,30,363.6,25,26,23.6,29,23.7,-1,1
2015-08-29,"Stoke","West Brom",0,1,"A",2,0,1,4,"2015-2016","STO","WBA",104.63,28,86.49,25,24,26.3,22,25.4,-1,1
2015-08-29,"Tottenham","Everton",0,0,"D",0,0,4,1,"2015-2016","TOT","EVE",249.3,25,160.94,24,16,22.7,19,24.7,0,0
2015-08-30,"Southampton","Norwich",3,0,"H",0,1,0,0,"2015-2016","SOU","NOR",164.03,27,69.44,29,19,24.1,22,25.6,3,-3
2015-08-30,"Swansea","Man United",2,1,"H",0,0,2,2,"2015-2016","SWA","MUN",121.5,28,356.18,29,29,24.8,23,22.5,1,-1
2015-09-12,"Arsenal","Stoke",2,0,"H",0,0,1,1,"2015-2016","ARS","STO",361.8,24,104.63,28,29,23.7,24,26.3,2,-2
2015-09-12,"Crystal Palace","Man City",0,1,"A",0,0,2,3,"2015-2016","CRY","MCI",108.23,31,432.77,25,19,25.6,27,24.4,-1,1
2015-09-12,"Everton","Chelsea",3,1,"H",0,0,2,2,"2015-2016","EVE","CHE",161.82,26,479.48,24,19,24.7,30,23.7,2,-2
2015-09-12,"Man United","Liverpool",3,1,"H",0,0,1,2,"2015-2016","MUN","LIV",332.33,24,300.83,27,23,22.5,25,22.5,2,-2
2015-09-12,"Norwich","Bournemouth",3,1,"H",0,0,2,3,"2015-2016","NOR","BOU",63.14,27,44.1,27,22,25.6,22,24.1,2,-2
2015-09-12,"Watford","Swansea",1,0,"H",1,0,1,1,"2015-2016","WAT","SWA",69.98,29,121.05,27,35,26.4,29,24.8,1,-1
2015-09-12,"West Brom","Southampton",0,0,"D",0,0,1,0,"2015-2016","WBA","SOU",87.75,25,162.68,26,22,25.4,19,24.1,0,0
2015-09-13,"Leicester","Aston Villa",3,2,"H",0,0,2,1,"2015-2016","LEI","AVA",79.02,23,91.85,29,19,25.9,23,23.5,1,-1
